x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
0.627824247,0.819261372,1.13E-09,0.703962922,0.740984023,-0.00905495,0.745578408,0.615141153,-0.023612935,0.726516128,0.527638316,-0.045767944,0.669131875,0.506331503,-0.064231351,0.684221268,0.491653442,0.010476637,0.706345379,0.394999027,-0.015947044,0.71463865,0.328469038,-0.039521966,0.716406643,0.277077705,-0.060016915,0.627284348,0.489438295,-0.015841154,0.622983277,0.365022659,-0.048450656,0.626797915,0.280688226,-0.07916829,0.626012206,0.216522753,-0.104115911,0.575567126,0.525879979,-0.047311686,0.598978043,0.46026969,-0.079315543,0.640280068,0.508471727,-0.086654246,0.665331125,0.5590294,-0.088639393,0.533973098,0.585463285,-0.084382869,0.58761394,0.562835157,-0.107348323,0.635882676,0.601418257,-0.108807802,0.666734219,0.641774535,-0.107367791,5
0.580130458,0.832389832,5.10E-09,0.662397981,0.752304137,0.000839869,0.711118639,0.648699045,-0.01446835,0.722723961,0.573902607,-0.040593892,0.700493991,0.538832247,-0.064204484,0.65139842,0.513398349,0.019977272,0.661404312,0.39909932,0.000690312,0.669510126,0.334935158,-0.017145487,0.671466649,0.286535054,-0.033556029,0.601347327,0.518346846,-0.010018175,0.586106718,0.381518126,-0.034004029,0.590121508,0.299569756,-0.059486181,0.589856863,0.235647708,-0.081136152,0.553116381,0.552099764,-0.043952376,0.569451213,0.459263444,-0.069493003,0.623430192,0.472799033,-0.078419648,0.66114378,0.500861287,-0.082982577,0.509922624,0.606169403,-0.081838369,0.541156173,0.559450209,-0.098730765,0.583408237,0.585783541,-0.099154279,0.6115309,0.62251097,-0.09883707,5
0.585431337,0.835897446,1.21E-09,0.664557278,0.755281627,-0.002588011,0.712426841,0.64562273,-0.019197172,0.715573907,0.567839384,-0.04592187,0.689018369,0.531464875,-0.070943981,0.650926411,0.523642957,0.01141216,0.660200179,0.409939289,-0.011889458,0.670069218,0.344752043,-0.032999918,0.676517963,0.293994308,-0.051494978,0.600628793,0.528331339,-0.017029753,0.585467935,0.388518393,-0.045648407,0.593156576,0.304775923,-0.076031633,0.599988163,0.239243895,-0.10073106,0.551542461,0.558524787,-0.049076702,0.572581887,0.464473039,-0.079024039,0.628465772,0.477550685,-0.092927016,0.66984117,0.50724113,-0.100553624,0.50728178,0.608379483,-0.085079357,0.538634717,0.557305574,-0.106656373,0.583062887,0.577772319,-0.110775121,0.615274012,0.610618174,-0.11298085,5
0.587302506,0.830200315,-1.07E-09,0.666555405,0.749219835,-0.001320667,0.711734951,0.642884672,-0.020313889,0.716049254,0.570312738,-0.050206956,0.694897234,0.533457875,-0.07850302,0.653030038,0.51834166,0.006607356,0.662831783,0.406559348,-0.02071047,0.671302915,0.340372145,-0.045391887,0.676414251,0.287222922,-0.066584863,0.601592422,0.524878085,-0.02455825,0.587639809,0.387665212,-0.058327809,0.593426883,0.301372528,-0.092236906,0.597825229,0.233318478,-0.119456924,0.551719129,0.556459785,-0.058952723,0.575577199,0.467237115,-0.091802455,0.636157393,0.482396811,-0.10646864,0.681299031,0.513583779,-0.114853881,0.508292198,0.607472777,-0.097270109,0.543618917,0.560422778,-0.120737985,0.593005598,0.58057946,-0.125385106,0.629165649,0.613006175,-0.128163204,5
0.517427683,0.823681831,-3.31E-09,0.593277991,0.737545967,-0.005557933,0.641768098,0.631897449,-0.033000063,0.679889023,0.571713448,-0.072260253,0.715993643,0.539797485,-0.109444968,0.58202827,0.511220932,-0.004348368,0.617756426,0.397547781,-0.038204335,0.641791582,0.338600039,-0.06675826,0.656757832,0.296340317,-0.090916626,0.535330415,0.511891365,-0.036634851,0.52967751,0.372529924,-0.083067566,0.534510434,0.279017568,-0.128177673,0.535580397,0.2095716,-0.162426814,0.488592625,0.541153669,-0.071870908,0.540373564,0.46647054,-0.114989966,0.615176678,0.480697602,-0.139853001,0.66451478,0.505880773,-0.153148234,0.44278574,0.588701904,-0.1103049,0.487451255,0.543318748,-0.139573753,0.537210822,0.56269002,-0.150259465,0.567743301,0.590854526,-0.157158092,5
0.503448904,0.698399246,4.76E-09,0.560276628,0.64013344,-0.022045847,0.567352772,0.537465751,-0.044787195,0.52020365,0.482534915,-0.069745712,0.472848088,0.472739339,-0.093086727,0.538408041,0.475074112,-0.041023094,0.558214664,0.371020436,-0.080092303,0.570800662,0.297841966,-0.109171242,0.578421116,0.234442562,-0.131702408,0.485049844,0.483574152,-0.053673085,0.486722589,0.372133762,-0.102701798,0.485983729,0.293836057,-0.138443455,0.481284529,0.232360289,-0.163800776,0.438847393,0.517824531,-0.066876151,0.4509148,0.486909628,-0.109420039,0.490596354,0.548229754,-0.116275236,0.517222345,0.593689382,-0.114296615,0.399710715,0.56828928,-0.085255049,0.42251721,0.548357487,-0.113598742,0.456093222,0.591117501,-0.115552492,0.476223856,0.628429174,-0.112410918,5
0.480145097,0.793261945,4.29E-09,0.552514434,0.7068156,-0.012231378,0.576412976,0.587575316,-0.03304822,0.543515086,0.508832693,-0.062452193,0.501842737,0.479235917,-0.088714503,0.539664447,0.492107749,-0.000516271,0.555515051,0.370900393,-0.029336909,0.565029919,0.297144711,-0.055572324,0.570673227,0.234178483,-0.078305885,0.484523356,0.498682588,-0.024540098,0.472885638,0.359694958,-0.06077851,0.472593367,0.269785464,-0.095787421,0.468464226,0.199784547,-0.12299408,0.435281396,0.533048749,-0.052602585,0.454631805,0.46347326,-0.086331822,0.495886654,0.513263345,-0.095652826,0.516625524,0.563077748,-0.097643077,0.391824275,0.58372432,-0.086003877,0.420215428,0.538601637,-0.108754806,0.458873034,0.576215029,-0.110130519,0.47836864,0.618844569,-0.108450726,5
0.484156758,0.786259055,3.08E-09,0.551813841,0.700852871,-0.010619107,0.570672035,0.575854421,-0.027780611,0.52878505,0.497945279,-0.053373784,0.478696138,0.474152595,-0.07578598,0.535616338,0.486478984,0.005607424,0.555140674,0.36805737,-0.021164633,0.566473007,0.295058846,-0.044362385,0.572976112,0.233262211,-0.064221144,0.482447803,0.494291991,-0.016845964,0.473726153,0.358568341,-0.050039325,0.472952217,0.271237016,-0.080984466,0.468055934,0.202375948,-0.104587324,0.434045047,0.530725479,-0.043567501,0.451373518,0.460655868,-0.076046757,0.48909533,0.515404046,-0.08143156,0.508375347,0.566902876,-0.079744376,0.390697211,0.584336758,-0.075869821,0.421258986,0.534919143,-0.097811736,0.458430529,0.572870255,-0.09693452,0.477608055,0.615085483,-0.092750728,5
0.439062297,0.778994739,3.21E-09,0.515393198,0.699917912,-0.022772178,0.540021658,0.576129913,-0.039346971,0.49859643,0.492779851,-0.061939079,0.445403337,0.463900536,-0.080011941,0.509129345,0.485096037,0.012880517,0.529966295,0.364353091,-0.008502227,0.542967796,0.293468833,-0.027341342,0.549232543,0.232271701,-0.043887753,0.453563273,0.490060806,-0.000505935,0.443515837,0.354385823,-0.029560823,0.445786744,0.269786447,-0.059695978,0.440699607,0.200283974,-0.080528833,0.406381309,0.524197042,-0.020220229,0.412576318,0.467734069,-0.05229497,0.445438564,0.538638711,-0.059980065,0.456430912,0.59019202,-0.055569049,0.363636583,0.577072322,-0.046101432,0.373998314,0.521231115,-0.067194268,0.402129352,0.563118577,-0.068310469,0.413490564,0.606620967,-0.062888779,5
0.442982584,0.776887417,2.93E-09,0.513688803,0.69968617,-0.018413454,0.539283335,0.576761365,-0.033951715,0.499629468,0.490421861,-0.056422584,0.44810006,0.462264657,-0.07502269,0.510238051,0.48668173,0.011942099,0.530792296,0.365717262,-0.011536986,0.542421877,0.294532478,-0.030938137,0.54747051,0.233383536,-0.047562663,0.457336992,0.491117239,-0.004769627,0.448837221,0.354723036,-0.036302656,0.449136168,0.271173239,-0.06566716,0.44374302,0.197927505,-0.085522443,0.409682393,0.5234285,-0.027289016,0.412032902,0.460020274,-0.061824635,0.439218283,0.531844139,-0.067940265,0.449919671,0.584386349,-0.062318288,0.364413381,0.574048042,-0.055789873,0.372450233,0.516105056,-0.078322671,0.397797197,0.560649574,-0.078093402,0.408729017,0.605427682,-0.071623988,5
0.42461586,0.781476378,3.40E-09,0.492665261,0.70640552,-0.021234404,0.518415987,0.585038245,-0.03984917,0.478135765,0.498619944,-0.066057779,0.428352237,0.459278047,-0.087866224,0.484702945,0.483991206,0.018354839,0.506531596,0.359980762,-0.003133136,0.519389391,0.28868705,-0.021688601,0.527548671,0.226886034,-0.038334925,0.431180149,0.490019947,0.00197882,0.422780484,0.34785983,-0.028892174,0.426702291,0.263311028,-0.0599497,0.425366849,0.192534566,-0.08043164,0.385661364,0.524028182,-0.021109439,0.395033509,0.45587036,-0.057786055,0.428332418,0.536475778,-0.066647209,0.439184427,0.594557583,-0.061219539,0.34294188,0.577903032,-0.050096273,0.355044246,0.507418692,-0.075150073,0.38348794,0.553675771,-0.076428391,0.393880934,0.60266459,-0.070111372,5
0.419143885,0.643771529,2.20E-09,0.459266186,0.614870548,-0.039502766,0.47550559,0.56688422,-0.079361141,0.437521666,0.541873157,-0.118233256,0.400867909,0.539578319,-0.156341761,0.474906683,0.46215564,-0.080876887,0.495165884,0.361408979,-0.130442381,0.504092813,0.292084843,-0.169043034,0.512004554,0.232535869,-0.198450118,0.42650038,0.460370868,-0.08723978,0.418416649,0.349042028,-0.149159804,0.411022812,0.265122771,-0.193349853,0.402554423,0.191919237,-0.224237517,0.384902418,0.48268342,-0.09328375,0.369196564,0.467277408,-0.141935796,0.394049793,0.545077026,-0.153129295,0.416005045,0.597006917,-0.154660925,0.348117888,0.519355834,-0.105726749,0.341145128,0.511717916,-0.138365537,0.360958815,0.559622288,-0.144828826,0.380462289,0.59796232,-0.145760462,5
0.409811586,0.782268286,3.02E-09,0.47831434,0.702462435,-0.020436626,0.50370121,0.586302757,-0.037186615,0.464661837,0.50000608,-0.061349995,0.41369468,0.471637845,-0.080764338,0.472726285,0.482887328,0.018825397,0.496842444,0.355964243,-0.001288948,0.508214235,0.285188973,-0.017289078,0.513199151,0.223067075,-0.031959672,0.4185054,0.487196386,0.001770457,0.411615878,0.346494526,-0.028018396,0.413575739,0.26596427,-0.055609703,0.409607768,0.193968892,-0.073130846,0.373700023,0.520680904,-0.022113174,0.37933588,0.44812125,-0.059643365,0.412111402,0.525041163,-0.0674854,0.423371345,0.582096815,-0.06016589,0.331920028,0.576363266,-0.051644504,0.336958826,0.505999506,-0.076215833,0.365749955,0.546872497,-0.077236824,0.377989113,0.593148589,-0.070238672,5
0.42953214,0.699811697,-8.40E-10,0.489586473,0.653118014,-0.031482488,0.504431605,0.549200058,-0.055834368,0.448411018,0.479746252,-0.082494624,0.397501349,0.46192956,-0.10734529,0.474606067,0.471385688,-0.030855993,0.49562335,0.362742245,-0.066997789,0.510147274,0.288589925,-0.096118726,0.517876744,0.226878628,-0.11980965,0.418906182,0.476487666,-0.040109958,0.415531158,0.357980698,-0.089472659,0.412588149,0.271902144,-0.131225199,0.403483272,0.198179543,-0.159136146,0.37268725,0.507741272,-0.052034665,0.37407878,0.459939778,-0.101723164,0.405121267,0.54377979,-0.115634881,0.422191054,0.604977012,-0.113964789,0.329525918,0.557630539,-0.069725521,0.334973365,0.513356924,-0.104645126,0.360968143,0.559983313,-0.111210473,0.375930429,0.60457325,-0.108993568,5
0.406878799,0.782987833,2.62E-09,0.476995409,0.700703502,-0.021060811,0.502335966,0.587015867,-0.036703035,0.463265091,0.499039203,-0.059023615,0.409626663,0.469459295,-0.07652697,0.473352224,0.485299587,0.017429819,0.499732971,0.355940104,-0.002719138,0.510798872,0.2833637,-0.018217569,0.515724778,0.22031799,-0.032437414,0.419268548,0.48859629,0.001362912,0.414033622,0.346417129,-0.029408492,0.415145278,0.265876859,-0.056655787,0.411289364,0.19236958,-0.073663317,0.373764187,0.522028387,-0.021440318,0.378824383,0.447364628,-0.060265049,0.408351123,0.525288463,-0.068845011,0.418631583,0.582608938,-0.061683081,0.331168473,0.57776171,-0.049829237,0.33593297,0.508903086,-0.075534664,0.362929732,0.549509108,-0.077792808,0.375036716,0.595403731,-0.071402147,5
0.397286892,0.783746719,4.41E-09,0.466353863,0.702438712,-0.019480702,0.487807453,0.583438873,-0.034464743,0.447463006,0.497152358,-0.057195965,0.400241166,0.469947159,-0.075553492,0.458546937,0.486218363,0.023975296,0.481191903,0.360757917,0.005741369,0.493573815,0.289390922,-0.010960856,0.499557614,0.227799326,-0.026389424,0.40478763,0.491003215,0.007680821,0.395989984,0.351257384,-0.01940302,0.398477763,0.269574046,-0.049441706,0.394740403,0.200523049,-0.069619261,0.359357387,0.524414897,-0.01542742,0.364298284,0.454551935,-0.050291874,0.398715794,0.527115345,-0.06208764,0.410957873,0.582832098,-0.058799867,0.317567289,0.577170134,-0.044125289,0.324731946,0.508998394,-0.067945957,0.353608668,0.549052596,-0.071488462,0.36487332,0.595139861,-0.067190066,5
0.411274999,0.665945053,3.47E-09,0.460531294,0.622171283,-0.027189279,0.47002098,0.545363486,-0.054288413,0.417290628,0.496484935,-0.081972279,0.368185699,0.487397164,-0.108673804,0.462250501,0.469937652,-0.057055153,0.482743561,0.360850304,-0.098185226,0.493547499,0.288927376,-0.130467474,0.500989556,0.229636833,-0.155799121,0.411261886,0.469981641,-0.066431709,0.404888004,0.354040414,-0.117531478,0.398148119,0.269504011,-0.156961873,0.388026267,0.197426513,-0.185324162,0.369000196,0.492821634,-0.075693615,0.35558331,0.467409074,-0.116865724,0.38237524,0.542102277,-0.127900898,0.405052394,0.591969013,-0.129799992,0.331459343,0.530068457,-0.090588517,0.330417633,0.515441954,-0.118186846,0.353592932,0.565168858,-0.123746254,0.374188542,0.605597973,-0.12428993,5
0.396690369,0.783100843,3.52E-09,0.464636296,0.697359741,-0.018418195,0.485931665,0.582153261,-0.03094627,0.443542302,0.496282339,-0.050700307,0.391559899,0.471182555,-0.065656424,0.460717112,0.486496091,0.026156014,0.484338939,0.358507991,0.008762575,0.494556814,0.286281824,-0.00626434,0.498611659,0.223231345,-0.020308195,0.406797141,0.491489977,0.010177105,0.400344908,0.353585422,-0.017594351,0.401124686,0.27253601,-0.045943428,0.3964248,0.198141009,-0.063910857,0.361439466,0.525226355,-0.012621324,0.361857146,0.45583424,-0.049087666,0.391768366,0.532567918,-0.059536833,0.403042167,0.58856231,-0.053744122,0.319232941,0.579401612,-0.040838253,0.319948018,0.512082279,-0.065033525,0.346582115,0.552460849,-0.068151519,0.359660923,0.597822309,-0.062503926,5
0.384465694,0.783770502,3.51E-09,0.452240407,0.7035954,-0.020187099,0.473647565,0.586656928,-0.035284895,0.430450231,0.501691461,-0.058272094,0.382096291,0.471738935,-0.07688161,0.448117614,0.488280028,0.025988827,0.470277011,0.361903399,0.007890321,0.48168388,0.289957166,-0.008414773,0.48693487,0.228446156,-0.023619892,0.394246787,0.493963152,0.009395283,0.385247737,0.35525912,-0.018652087,0.38724786,0.274505138,-0.048671588,0.383453876,0.20598644,-0.068148538,0.349259347,0.527630508,-0.014451803,0.351851106,0.458833754,-0.051610652,0.38542667,0.534531116,-0.063920811,0.398639351,0.591592073,-0.05996298,0.307158142,0.581091344,-0.043921486,0.31219846,0.512464166,-0.069730312,0.341878682,0.553792953,-0.073898621,0.356325358,0.600637913,-0.069361046,5
0.399006963,0.667511523,3.24E-09,0.446501255,0.632539392,-0.031619284,0.461492747,0.559005857,-0.062185418,0.419179648,0.505615592,-0.092367277,0.377151221,0.485692203,-0.121772505,0.449655771,0.478315324,-0.068694107,0.472435355,0.370687813,-0.112370223,0.482845902,0.299543262,-0.144439846,0.489251107,0.239278093,-0.169638604,0.40002954,0.476808399,-0.077302054,0.392837495,0.355096877,-0.133290142,0.385647178,0.270542681,-0.172205821,0.376024902,0.202172011,-0.199640304,0.357821584,0.499533117,-0.085256815,0.341647655,0.469911844,-0.130975962,0.368346453,0.543825269,-0.139404476,0.391522467,0.595558763,-0.13886109,0.319712758,0.539010465,-0.09900666,0.313854873,0.521473289,-0.130922779,0.336671472,0.5706985,-0.135784417,0.357351333,0.611708999,-0.134912536,5
0.384064883,0.78479898,3.12E-09,0.450780571,0.702817678,-0.019674622,0.471595526,0.585992277,-0.032660589,0.427662402,0.499899268,-0.052932002,0.378033191,0.471967965,-0.068782113,0.448126614,0.488763541,0.026645828,0.471831471,0.362661302,0.009527501,0.482138038,0.289907247,-0.005278174,0.486029327,0.227798849,-0.019354729,0.394277692,0.493959367,0.010647838,0.387752891,0.355491132,-0.016689593,0.388057381,0.273708135,-0.045128595,0.382795751,0.201672554,-0.063402973,0.348820567,0.528024137,-0.012532571,0.349009484,0.456552714,-0.050038457,0.378785372,0.534514666,-0.062028859,0.390054882,0.59240967,-0.057358421,0.306319833,0.582425237,-0.041166566,0.308845162,0.514583647,-0.067359664,0.336285651,0.556964636,-0.071812011,0.349776745,0.603639901,-0.067074649,5
0.368282259,0.785567284,2.89E-09,0.435344428,0.703312516,-0.019127671,0.457199395,0.581558347,-0.035379458,0.411676317,0.496104002,-0.059504371,0.361137986,0.466638714,-0.078383997,0.430354089,0.485357344,0.027524419,0.451080501,0.35854879,0.010579036,0.462809235,0.290483236,-0.00249309,0.469441384,0.231179833,-0.015059237,0.376227885,0.490793496,0.01059347,0.366168886,0.349483907,-0.014864768,0.367845118,0.272617608,-0.039242655,0.364454567,0.202012748,-0.05397046,0.332322329,0.525963187,-0.013981473,0.333861053,0.457385749,-0.048009433,0.364616543,0.537388504,-0.054094333,0.374845564,0.588844121,-0.045230132,0.290999085,0.583228528,-0.04411817,0.295367658,0.50945431,-0.066421434,0.321810752,0.555808127,-0.06581109,0.333434343,0.601857841,-0.057333477,5
0.368407965,0.788107514,3.85E-09,0.435149431,0.7020908,-0.017205898,0.455200732,0.580540776,-0.031470373,0.408509672,0.496141404,-0.053898286,0.355661482,0.465702951,-0.071601778,0.43298015,0.484886557,0.027766051,0.455825359,0.357432485,0.00886438,0.466347516,0.285761774,-0.007765892,0.470917881,0.223418027,-0.022793876,0.377341509,0.490189373,0.010307804,0.36795643,0.352042794,-0.018127482,0.369498938,0.273133337,-0.046975456,0.365366578,0.202747434,-0.065079726,0.331368625,0.525009155,-0.014214864,0.332357168,0.461573869,-0.049050309,0.362356991,0.539997399,-0.05777986,0.372400224,0.592889071,-0.05151682,0.288007736,0.580067158,-0.044447165,0.291973561,0.51408267,-0.067490123,0.317201257,0.559318304,-0.068840876,0.328489542,0.604375601,-0.062116724,5
0.359606117,0.787168205,3.25E-09,0.425050884,0.697818995,-0.021393605,0.444045395,0.57825923,-0.036421604,0.398625046,0.48943305,-0.059003554,0.348562092,0.460173726,-0.076553315,0.418253541,0.487025827,0.028156834,0.439406246,0.359246016,0.011012522,0.449261904,0.289697826,-0.00318794,0.4534989,0.227446765,-0.016748976,0.364617884,0.49280563,0.011966397,0.355059266,0.354122758,-0.015818974,0.355882108,0.275824904,-0.043965206,0.351806402,0.203897953,-0.06116429,0.320206016,0.527246773,-0.012039705,0.31998387,0.456290483,-0.050632711,0.351060778,0.535373688,-0.061791539,0.363066405,0.590608001,-0.055297762,0.277901679,0.582588077,-0.041530658,0.277060509,0.509307504,-0.067244634,0.305367321,0.552549183,-0.070478357,0.320537031,0.598812222,-0.064467087,5
